Begin Header
Date,01/04/2002 17:48:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,508
StartValue,350
EndValue,800
Steps,1
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,3
CoolerFilter,False
CoolerTemp,292,9
End Header
nm,Value
722.7,1.017
723.5,1.506
724.4,0.2255
725.3,1.103
726.2,0.753
727.1,0.3918
728,-0.7387
728.9,0.3895
729.8,0.4525
730.7,0.4789
731.6,0.9008
732.4,1.807
733.3,-0.5183
734.2,0.4859
735.1,1.334
736,0.8512
736.9,-0.05215
737.8,-0.3406
738.7,0.6331
739.6,2.224
740.5,2.148
741.3,-0.009858
742.2,1.163
743.1,0.4566
744,1.221
744.9,-0.003498
745.8,1.456
746.7,1.254
747.6,-0.5202
748.5,-0.1781
749.4,0.4077
750.2,0.2945
751.1,0.8064
752,0.9228
752.9,0.003816
753.8,-0.003498
754.7,1.251
755.6,0.2137
756.5,0.235
757.4,-0.5317
758.3,-0.003498
759.1,-0.1593
760,-1.074
760.9,-0.02894
761.8,-0.9342
762.7,-0.001908
763.6,-0.4379
764.5,0.4477
765.4,0.4589
766.3,0.6932
767.2,0.1619
768,-0.000954
768.9,0.9762
769.8,1.481
770.7,-0.4728
771.6,0.4891
772.5,-0.5228
773.4,-2.066
774.3,-0.51
775.2,0.9349
776.1,-0.2572
777,0
777.8,1.236
778.7,0.2763
779.6,0.5504
780.5,1.419
781.4,-1.166
782.3,-1.223
783.2,-0.9867
784.1,-0.002544
785,1.026
785.9,-0.002544
786.8,0.2976
787.6,0.6274
788.5,0.5953
789.4,-1.599
790.3,-0.8204
791.2,-0.008586
792.1,1.105
793,0
793.9,-0.8757
794.8,-0.9543
795.7,-0.3406
796.5,-0.4767
797.4,0.7027
798.3,1.626
799.2,0.3546
800.1,0.7288
